month,region,product,sales_rep,quantity,unit_price,revenue,target,returns,discount_pct
2024-08,West,Trial Pack,REP018,43,737.65,31719.14,37600,1255.06,7.35
2024-09,West,Economy Pack,REP017,77,1650.26,127070.21,91500,8238.92,12.42
2024-07,East,Premium Pack,REP020,83,4766.84,395647.96,365000,27653.35,6.93
2024-07,North,Premium Pack,REP013,74,4886.59,361607.99,300000,1875.57,11.44
2023-11,South,Economy Pack,REP016,43,1517.36,65246.59,39000,1962.41,9.6
2023-04,East,Economy Pack,REP015,40,1281.04,51241.61,33000,2584.22,4.52
2023-04,South,Bulk Pack,REP016,89,9030.27,803694.35,496000,63382.99,10.01
2024-11,East,Standard Pack,REP019,47,2704.89,127129.82,180000,3269.4,2.39
2023-09,East,Trial Pack,REP020,27,884.29,23875.82,44800,226.64,8.56
2024-01,Central,Trial Pack,REP005,88,810.05,71284.51,25600,1613.58,3.57
2024-01,Central,Trial Pack,REP002,54,726.5,39230.86,23200,1608.75,4.96
2024-03,East,Economy Pack,REP006,64,1536.28,98321.85,40500,3296.34,0.25
2023-07,West,Standard Pack,REP012,40,3203.56,128142.56,102000,9912.95,2.4
2023-05,East,Trial Pack,REP009,70,847.77,59343.66,26400,192.22,6.04
2023-09,South,Economy Pack,REP011,85,1581.69,134443.37,37500,7196.27,14.14
2023-06,West,Economy Pack,REP012,67,1689.6,113202.89,31500,4087.41,5.76
2023-10,East,Trial Pack,REP005,31,689.89,21386.66,46400,1420.39,5.41
2024-04,South,Standard Pack,REP015,59,3382.98,199595.61,102000,1740.47,1.62
2023-05,West,Economy Pack,REP006,15,1417.47,21262.03,31500,602.17,12.31
2024-11,West,Premium Pack,REP006,11,5357.73,58934.99,100000,3869.09,1.92
2023-06,South,Standard Pack,REP014,45,3367.23,151525.41,159000,52.66,9.68
2023-12,West,Standard Pack,REP009,89,2723.52,242393.5,186000,13753.83,7.98
2023-02,West,Trial Pack,REP001,27,781.46,21099.48,49600,427.47,14.33
2024-05,South,Bulk Pack,REP007,94,7793.76,732613.7,328000,17623.11,8.26
2024-06,West,Standard Pack,REP013,28,2850.25,79807.1,102000,1596.5,6.26
2024-08,South,Premium Pack,REP004,68,5712.6,388457.03,125000,15168.23,13.91
2024-02,South,Bulk Pack,REP001,59,7483.22,441509.89,392000,16613.04,4.76
2023-05,South,Bulk Pack,REP007,98,8238.63,807385.56,224000,61856.29,13.02
2023-01,South,Premium Pack,REP014,42,5462.12,229408.89,150000,6699.2,13.57
2023-09,West,Economy Pack,REP011,51,1559.85,79552.34,112500,3265.27,12.21
2023-12,South,Premium Pack,REP003,14,4631.33,64838.57,260000,4634.37,2.91
2024-09,Central,Trial Pack,REP012,9,799.31,7193.82,21600,270.8,14.23
2023-02,South,Economy Pack,REP009,28,1465.5,41033.92,70500,914.94,2.38
2024-05,South,Economy Pack,REP018,27,1530.53,41324.27,78000,2017.21,2.31
2024-03,West,Trial Pack,REP013,69,749.28,51700.31,26400,800.5,8.31
2024-11,West,Economy Pack,REP006,39,1398.63,54546.62,66000,2622.71,4.91
2023-09,Central,Bulk Pack,REP011,8,8810.55,70484.4,432000,5635.17,10.06
2023-02,East,Standard Pack,REP011,40,2859.99,114399.41,75000,8521.01,9.35
2023-06,South,Economy Pack,REP007,31,1551.09,48083.71,82500,1830.96,14.91
2024-06,West,Economy Pack,REP013,43,1681.31,72296.13,94500,2141.82,0.3
2023-09,Central,Trial Pack,REP014,77,684.03,52670.6,39200,681.4,5.53
2024-03,North,Economy Pack,REP002,82,1532.44,125660.48,84000,8449.95,10.24
2024-07,East,Standard Pack,REP017,32,2998.86,95963.43,171000,2728.71,3.77
2024-07,Central,Economy Pack,REP005,98,1547.94,151697.79,100500,10144.45,12.22
2024-01,South,Standard Pack,REP010,55,2558.11,140695.78,75000,1550.22,9.18
2024-03,South,Standard Pack,REP013,26,2818.24,73274.18,204000,4629.33,3.23
2024-10,North,Premium Pack,REP015,64,5399.84,345589.5,320000,17682.08,1.01
2024-11,North,Standard Pack,REP017,67,3178.63,212968.37,144000,5624.27,4.83
2023-09,West,Bulk Pack,REP013,30,9059.02,271770.59,192000,14760.47,13.1
2023-11,Central,Standard Pack,REP003,7,2950.91,20656.39,117000,50.87,11.23
2023-06,South,Bulk Pack,REP016,64,7605.89,486776.82,216000,21910.96,7.19
2023-06,West,Economy Pack,REP016,88,1415.0,124520.38,100500,4079.0,14.3
2024-11,North,Economy Pack,REP013,59,1470.93,86784.59,42000,3997.09,8.75
2023-07,West,Bulk Pack,REP014,38,6848.06,260226.15,472000,2453.62,14.37
2023-06,Central,Premium Pack,REP009,13,5065.9,65856.76,155000,3110.01,9.45
2024-02,East,Standard Pack,REP008,25,2794.39,69859.76,156000,5457.35,13.53
2024-04,West,Premium Pack,REP012,75,5591.57,419368.1,55000,18580.89,7.95
2023-10,West,Premium Pack,REP006,98,5415.15,530684.94,300000,25204.89,9.59
2023-09,Central,Economy Pack,REP020,6,1300.52,7803.1,81000,131.49,14.23
2023-01,Central,Standard Pack,REP015,36,2736.97,98531.08,189000,5898.61,13.03
2024-03,East,Economy Pack,REP009,41,1450.3,59462.18,91500,1889.51,3.18
2024-08,South,Premium Pack,REP003,72,4259.74,306701.46,85000,14059.88,0.36
2023-07,South,Premium Pack,REP012,86,5118.67,440205.74,280000,26146.73,3.3
2023-05,South,Bulk Pack,REP009,58,8612.23,499509.08,400000,30554.72,2.52
2024-06,Central,Premium Pack,REP008,61,5667.68,345728.25,185000,8042.8,10.31
2023-12,East,Premium Pack,REP018,63,5269.09,331952.68,215000,9621.2,4.78
2023-07,West,Trial Pack,REP015,56,723.4,40510.2,26400,1445.77,8.47
2023-10,North,Trial Pack,REP014,6,850.91,5105.45,28800,56.85,0.05
2024-12,North,Premium Pack,REP017,88,4584.12,403402.78,80000,14106.97,10.58
2023-12,North,Premium Pack,REP013,90,5636.95,507325.55,355000,9176.47,12.7
2024-12,West,Bulk Pack,REP010,6,9092.24,54553.42,184000,3539.89,13.18
2024-12,West,Bulk Pack,REP014,93,7119.2,662085.28,360000,23468.32,2.49
2023-07,Central,Economy Pack,REP007,38,1602.53,60895.96,84000,1543.09,11.25
2024-06,South,Premium Pack,REP014,18,4677.7,84198.6,65000,75.14,3.63
2024-02,South,Premium Pack,REP010,65,5745.27,373442.77,95000,20726.31,5.92
2023-08,North,Premium Pack,REP004,75,4796.23,359717.19,70000,17378.02,2.18
2024-06,North,Premium Pack,REP019,17,5414.23,92041.87,100000,1068.5,7.38
2024-01,East,Bulk Pack,REP001,12,6989.91,83878.92,632000,5885.98,13.02
2023-09,Central,Premium Pack,REP010,78,5086.65,396758.48,190000,9042.01,11.29
2024-09,Central,Economy Pack,REP017,50,1296.54,64826.98,93000,5066.02,11.1
2024-05,East,Bulk Pack,REP007,85,8210.15,697862.6,632000,26934.79,8.96
2024-04,Central,Trial Pack,REP012,98,744.8,72990.45,19200,1757.36,11.23
2024-01,West,Standard Pack,REP014,99,2830.91,280259.84,114000,20559.39,10.6
2024-10,South,Standard Pack,REP014,77,2557.93,196960.87,90000,13594.85,7.64
2023-09,Central,Trial Pack,REP008,79,841.2,66454.79,59200,3569.73,3.79
2024-02,Central,Premium Pack,REP006,36,4350.2,156607.04,95000,7457.0,9.87
2023-12,East,Bulk Pack,REP016,42,8094.51,339969.44,488000,17525.17,11.36
2023-03,East,Trial Pack,REP011,99,848.07,83959.28,58400,2886.49,7.41
2024-06,East,Bulk Pack,REP020,13,8473.91,110160.79,272000,225.89,13.87
2023-09,Central,Economy Pack,REP014,25,1301.94,32548.59,69000,665.11,7.6
2024-02,North,Trial Pack,REP015,56,689.22,38596.44,8000,2467.31,7.84
2023-05,West,Standard Pack,REP018,6,3431.19,20587.16,120000,825.08,5.62
2023-05,East,Trial Pack,REP011,9,850.09,7650.85,36000,498.26,9.09
2023-02,North,Bulk Pack,REP017,78,7005.95,546463.78,216000,32941.01,7.88
2024-04,South,Standard Pack,REP018,84,3449.4,289749.34,48000,6510.86,13.65
2024-09,East,Economy Pack,REP013,48,1457.3,69950.21,34500,5216.39,5.62
2023-03,West,Bulk Pack,REP003,48,8614.2,413481.74,616000,7755.23,10.97
2024-01,South,Economy Pack,REP016,37,1411.24,52215.75,42000,3992.75,12.01
2024-03,North,Standard Pack,REP020,8,3097.88,24783.06,42000,317.97,9.71
2024-09,Central,Trial Pack,REP011,59,681.37,40201.01,18400,2595.05,4.41
2024-06,East,Bulk Pack,REP012,86,6944.53,597229.48,472000,30722.1,6.98
2023-02,South,Bulk Pack,REP016,81,7794.68,631368.68,352000,46630.81,12.08
2023-03,East,Bulk Pack,REP020,59,7512.12,443215.19,392000,27484.52,6.5
2023-07,South,Trial Pack,REP006,96,885.99,85055.45,36000,137.99,9.33
2024-02,North,Economy Pack,REP018,79,1427.77,112794.01,114000,7451.25,5.27
2024-03,East,Economy Pack,REP020,96,1289.68,123809.37,15000,3997.26,10.54
2024-02,South,Bulk Pack,REP002,22,7747.49,170444.78,112000,6618.33,5.31
2024-06,West,Standard Pack,REP017,26,2920.4,75930.4,135000,4495.99,6.72
2024-02,East,Bulk Pack,REP004,32,8490.28,271689.03,360000,15054.04,8.88
2023-12,Central,Standard Pack,REP008,60,2584.0,155040.28,108000,7086.75,3.81
2023-06,Central,Economy Pack,REP008,13,1353.73,17598.43,24000,506.05,13.9
2024-03,Central,Economy Pack,REP007,10,1539.65,15396.47,99000,169.85,8.87
2023-11,South,Economy Pack,REP003,66,1579.23,104228.86,51000,767.94,3.61
2024-10,South,Premium Pack,REP015,14,5540.98,77573.69,190000,5779.34,5.97
2024-03,South,Bulk Pack,REP020,71,7904.78,561239.72,88000,37825.66,6.99
2023-01,East,Bulk Pack,REP001,43,6837.61,294017.39,280000,17130.99,11.98
2024-02,West,Bulk Pack,REP012,95,9124.24,866802.33,408000,48238.6,13.86
2024-12,North,Standard Pack,REP007,45,2830.05,127352.26,138000,3936.87,6.09
2023-08,North,Standard Pack,REP013,97,3035.41,294435.1,42000,18897.76,14.82
2023-10,West,Premium Pack,REP008,9,4808.42,43275.78,130000,2613.78,1.33
2023-06,Central,Trial Pack,REP015,29,699.65,20289.76,60000,864.1,4.02
2023-04,West,Economy Pack,REP002,94,1474.67,138619.16,36000,5889.76,6.12
2023-09,Central,Economy Pack,REP012,39,1423.29,55508.46,82500,2248.63,5.71
2024-10,West,Trial Pack,REP008,7,814.4,5700.81,29600,350.69,10.33
2023-07,North,Bulk Pack,REP014,50,7307.36,365368.02,192000,9193.17,10.5
2023-08,Central,Economy Pack,REP004,82,1307.38,107204.82,49500,6574.85,5.43
2023-06,East,Trial Pack,REP003,79,807.76,63812.99,45600,3275.5,3.14
2023-04,East,Trial Pack,REP012,61,721.39,44004.54,26400,3267.66,7.93
2024-01,Central,Bulk Pack,REP015,80,7690.56,615244.43,552000,1710.38,13.33
2024-09,North,Premium Pack,REP012,62,5012.52,310776.29,370000,19284.41,4.32
2023-03,South,Bulk Pack,REP002,94,8959.96,842236.23,520000,24562.44,11.79
2023-06,West,Premium Pack,REP014,41,5180.05,212381.94,290000,7973.37,5.2
2024-10,North,Trial Pack,REP016,24,857.49,20579.66,44800,684.33,12.48
2024-03,Central,Economy Pack,REP015,33,1296.43,42782.09,115500,2300.32,3.78
2024-03,West,Economy Pack,REP010,44,1432.5,63030.14,34500,311.02,3.13
2024-04,South,Premium Pack,REP012,14,5092.52,71295.31,255000,3162.73,9.0
2024-10,Central,Premium Pack,REP015,82,5335.7,437527.74,310000,19918.61,5.74
2024-12,East,Standard Pack,REP009,66,2688.11,177415.34,171000,892.41,9.34
2023-06,West,Trial Pack,REP011,9,797.13,7174.21,44800,294.1,9.31
2023-05,North,Standard Pack,REP014,73,3373.93,246296.58,195000,4498.97,0.37
2024-04,Central,Bulk Pack,REP020,86,8386.71,721257.35,496000,48172.02,4.41
2024-05,North,Trial Pack,REP018,44,903.64,39760.08,9600,208.75,6.02
2024-11,West,Standard Pack,REP013,76,3398.49,258285.6,114000,13151.3,5.91
2024-05,North,Trial Pack,REP013,71,687.46,48809.85,16000,2123.42,10.06
2023-06,East,Trial Pack,REP009,32,762.4,24396.95,37600,925.86,5.27
2024-02,North,Economy Pack,REP015,85,1680.78,142866.62,58500,6517.44,5.49
2023-08,Central,Economy Pack,REP008,23,1550.54,35662.44,96000,715.79,8.91
2023-12,East,Trial Pack,REP014,58,891.57,51711.1,38400,620.1,1.35
2023-12,East,Trial Pack,REP003,83,738.71,61312.68,12800,3734.43,3.94
2024-07,West,Trial Pack,REP008,36,727.93,26205.65,38400,1289.58,0.71
2024-08,East,Trial Pack,REP002,47,884.75,41583.48,58400,1019.96,12.51
2023-07,North,Premium Pack,REP002,8,4424.6,35396.8,55000,2051.71,9.68
2024-02,West,Premium Pack,REP010,53,4463.43,236561.75,360000,8959.73,12.04
2023-08,Central,Standard Pack,REP008,22,3208.09,70578.03,183000,2568.82,5.34
2024-05,South,Premium Pack,REP018,35,4597.85,160924.81,215000,8182.98,2.23
2024-05,East,Premium Pack,REP016,33,5635.53,185972.62,130000,7481.96,6.95
2023-02,East,Standard Pack,REP016,14,2702.9,37840.57,93000,2176.64,12.01
2024-07,North,Economy Pack,REP003,16,1340.2,21443.27,93000,1023.52,10.87
2023-10,North,Bulk Pack,REP015,55,8368.73,460279.89,552000,4688.2,11.73
2023-07,South,Standard Pack,REP018,8,3232.61,25860.88,93000,1556.77,14.06
2023-06,North,Premium Pack,REP017,30,4578.47,137354.11,235000,715.72,6.51
2023-12,West,Premium Pack,REP014,50,5574.46,278723.16,105000,5079.47,2.99
2023-02,East,Premium Pack,REP010,22,4277.82,94112.09,335000,2125.63,7.22
2023-04,North,Bulk Pack,REP002,23,8273.35,190287.05,248000,9653.32,1.9
2023-03,West,Trial Pack,REP013,44,715.35,31475.21,21600,2102.05,0.8
2024-03,Central,Standard Pack,REP005,77,3005.38,231414.64,57000,2214.74,6.25
2024-12,North,Premium Pack,REP017,28,5274.62,147689.37,105000,6264.95,10.56
2023-10,North,Economy Pack,REP020,10,1649.1,16490.96,73500,132.21,10.11
2023-04,Central,Trial Pack,REP020,45,915.06,41177.73,59200,1672.75,7.44
2023-02,West,Trial Pack,REP019,9,733.74,6603.62,60800,334.44,8.31
2023-03,Central,Premium Pack,REP003,83,5542.66,460040.84,190000,9837.33,4.16
2023-09,Central,Bulk Pack,REP008,18,7041.66,126749.96,232000,2337.78,7.05
2024-01,North,Bulk Pack,REP007,32,7566.22,242118.91,328000,6515.3,10.08
2024-05,Central,Trial Pack,REP010,84,883.66,74227.22,60800,916.94,12.34
2024-01,South,Bulk Pack,REP013,85,8542.65,726125.64,176000,48150.68,9.05
2024-03,Central,Economy Pack,REP004,56,1387.36,77691.95,81000,5862.54,10.84
2024-11,North,Standard Pack,REP016,47,3041.42,142946.84,117000,609.98,5.98
2024-02,Central,Premium Pack,REP017,19,4761.37,90466.12,315000,2571.17,1.64
2024-10,North,Standard Pack,REP009,43,3109.08,133690.45,192000,6398.29,12.82
2024-07,Central,Bulk Pack,REP014,71,7701.56,546810.54,360000,34995.51,14.04
2023-04,Central,Standard Pack,REP018,69,2881.11,198796.77,213000,1758.62,12.58
2024-03,North,Premium Pack,REP012,14,4375.52,61257.3,85000,3837.64,5.25
2024-07,South,Bulk Pack,REP012,43,8225.85,353711.6,512000,23564.51,1.82
2023-10,South,Bulk Pack,REP001,54,8270.72,446618.95,112000,33766.2,8.22
2024-05,North,Trial Pack,REP020,18,862.65,15527.78,14400,701.62,12.91
2024-09,West,Trial Pack,REP009,23,709.48,16318.08,12000,1055.28,3.95
2023-03,North,Bulk Pack,REP015,51,8610.5,439135.62,536000,18286.56,10.86
2024-07,West,Economy Pack,REP003,61,1701.57,103795.88,106500,5645.14,12.17
2023-07,Central,Economy Pack,REP018,56,1425.8,79844.77,67500,3356.99,7.93
2024-09,Central,Premium Pack,REP005,68,5445.48,370292.74,135000,4475.83,10.51
2023-06,Central,Premium Pack,REP011,38,5304.96,201588.4,180000,10254.79,14.07
2023-03,Central,Economy Pack,REP006,96,1382.54,132724.22,106500,10297.5,0.38
2024-12,South,Premium Pack,REP004,28,4324.88,121096.74,240000,5551.01,6.88
2024-06,North,Bulk Pack,REP016,20,9029.47,180589.44,632000,4618.0,5.72
2023-12,North,Bulk Pack,REP013,62,7761.58,481217.89,328000,31662.25,7.57
2023-11,South,Standard Pack,REP004,93,2564.88,238534.16,198000,6854.39,8.71
2024-03,South,Trial Pack,REP004,54,693.05,37424.59,15200,1365.02,12.21
2023-12,Central,Bulk Pack,REP009,50,8676.19,433809.5,280000,10599.2,10.44
2024-05,East,Economy Pack,REP014,53,1672.87,88661.91,15000,7037.97,5.95
2023-02,East,Premium Pack,REP003,44,4577.4,201405.79,375000,14291.55,2.98
2024-08,Central,Trial Pack,REP006,48,855.02,41041.15,56800,2145.59,4.19
2024-04,Central,Bulk Pack,REP020,13,6907.85,89801.99,304000,3335.36,13.91
2023-11,East,Trial Pack,REP012,39,798.92,31157.97,24800,1388.29,9.92
2023-02,Central,Bulk Pack,REP004,86,6967.49,599203.79,344000,41046.31,1.76
2024-02,South,Economy Pack,REP013,59,1335.6,78800.2,69000,1963.11,1.82
2023-03,West,Standard Pack,REP020,22,3426.54,75383.92,186000,1161.09,11.18
2023-10,North,Economy Pack,REP002,88,1458.31,128331.25,40500,4613.27,10.63
2024-06,West,Trial Pack,REP013,67,757.36,50743.12,46400,1248.13,14.77
2023-01,North,Trial Pack,REP015,54,694.54,37504.89,32800,2145.94,0.55
2023-04,Central,Premium Pack,REP001,75,5653.81,424035.52,135000,11284.35,1.27
2023-02,North,Bulk Pack,REP013,27,7068.32,190844.66,416000,3796.92,6.48
2024-04,East,Premium Pack,REP018,31,4265.35,132225.87,390000,8446.53,14.47
2023-02,East,Standard Pack,REP005,52,2694.09,140092.5,96000,3318.31,8.42
2024-08,West,Bulk Pack,REP005,28,8557.04,239597.01,232000,11096.92,6.45
2023-12,North,Trial Pack,REP017,21,840.85,17657.82,22400,258.36,7.05
2023-12,East,Standard Pack,REP002,94,3447.48,324063.5,78000,4592.25,5.45
2024-11,Central,Bulk Pack,REP006,67,8065.77,540406.29,304000,30930.99,10.53
2023-06,East,Bulk Pack,REP016,56,7377.28,413127.92,600000,7336.99,5.14
2024-08,West,Trial Pack,REP016,56,837.61,46906.35,36000,3412.97,2.83
2024-01,Central,Standard Pack,REP008,75,2769.01,207675.71,93000,700.29,6.81
2024-06,South,Standard Pack,REP014,78,3029.88,236330.69,105000,16462.35,9.51
2024-02,South,Trial Pack,REP008,12,827.82,9933.88,20800,704.7,10.06
2024-04,East,Bulk Pack,REP015,10,7554.18,75541.8,576000,5652.16,5.48
2024-03,Central,Standard Pack,REP020,83,3261.22,270681.26,99000,11519.58,5.35
2023-06,North,Trial Pack,REP001,93,849.79,79030.39,32800,5933.36,11.84
2024-12,East,Bulk Pack,REP002,25,8311.21,207780.36,232000,7553.39,7.11
2023-08,West,Premium Pack,REP012,63,5454.69,343645.23,120000,7559.35,2.08
2024-08,South,Premium Pack,REP012,8,4504.59,36036.68,80000,342.7,12.74
2023-01,North,Bulk Pack,REP004,69,8144.91,561998.9,344000,26962.65,5.25
2023-03,North,Premium Pack,REP017,25,4693.72,117343.0,60000,4511.8,8.41
2023-07,South,Economy Pack,REP011,14,1512.04,21168.5,79500,680.79,14.36
2024-07,West,Bulk Pack,REP015,34,7795.43,265044.77,240000,15306.11,13.26
2024-06,West,Economy Pack,REP005,52,1530.19,79569.67,64500,4674.77,10.29
2024-09,North,Bulk Pack,REP013,46,7881.06,362528.69,520000,24844.9,8.9
2024-06,East,Premium Pack,REP017,36,4366.23,157184.23,80000,5532.96,5.69
2023-05,West,Standard Pack,REP010,35,3351.36,117297.56,105000,852.41,1.93
2023-01,Central,Trial Pack,REP020,24,878.3,21079.24,39200,165.91,4.91
2023-08,Central,Standard Pack,REP016,97,2567.76,249072.61,132000,16824.67,12.67
2024-10,Central,Standard Pack,REP020,33,3009.9,99326.84,225000,361.27,2.37
2024-11,North,Bulk Pack,REP012,99,7813.17,773504.07,464000,27463.28,3.69
2024-06,South,Premium Pack,REP004,55,4487.2,246795.94,375000,8836.13,13.76
2024-09,North,Bulk Pack,REP008,99,8077.18,799640.62,136000,25685.5,6.44
2024-11,East,Trial Pack,REP009,11,684.58,7530.42,11200,412.55,12.57
2023-02,Central,Standard Pack,REP020,43,3161.99,135965.44,222000,8415.49,7.93
2023-09,South,Standard Pack,REP020,73,3262.42,238156.48,156000,17673.93,12.32
2024-06,North,Premium Pack,REP011,13,4359.02,56667.31,270000,791.28,1.06
2023-08,South,Trial Pack,REP012,79,802.43,63392.23,18400,3799.05,8.48
2023-11,East,Standard Pack,REP001,92,3231.31,297280.58,72000,5155.18,0.73
2023-12,West,Economy Pack,REP002,11,1555.58,17111.36,72000,1155.91,6.8
2023-03,East,Bulk Pack,REP017,7,8740.3,61182.13,576000,1359.54,4.95
2023-07,South,Bulk Pack,REP009,50,8023.7,401184.89,552000,14027.93,1.86
2023-06,South,Trial Pack,REP003,70,710.09,49706.4,48000,126.41,10.11
2023-03,South,Premium Pack,REP006,86,4352.4,374306.3,240000,28681.42,6.06
2023-12,West,Standard Pack,REP008,77,3154.0,242858.1,189000,11286.37,9.38
2024-11,South,Standard Pack,REP003,96,3114.7,299010.73,90000,10537.66,3.79
2024-01,North,Economy Pack,REP010,39,1552.42,60544.21,42000,1672.35,5.1
2024-05,West,Standard Pack,REP018,64,2576.08,164869.28,69000,10515.23,4.53
2023-02,West,Premium Pack,REP019,89,5702.34,507508.44,315000,29344.63,4.01
2023-07,North,Standard Pack,REP013,78,2975.73,232107.07,57000,14649.69,11.4
2024-10,East,Trial Pack,REP001,23,760.21,17484.77,56800,810.27,8.68
2024-12,South,Bulk Pack,REP010,70,7072.53,495077.16,376000,13769.95,11.44
2023-10,Central,Premium Pack,REP002,71,4401.32,312493.94,95000,11304.35,11.62
2024-09,North,Economy Pack,REP005,93,1287.72,119757.88,87000,7460.8,11.05
2023-06,North,Trial Pack,REP007,11,697.5,7672.5,28800,132.11,4.86
2023-02,South,Standard Pack,REP010,37,3401.85,125868.53,69000,2327.82,5.16
2024-01,Central,Bulk Pack,REP006,54,7676.12,414510.65,520000,11525.33,9.22
2023-09,South,Economy Pack,REP013,48,1292.1,62020.75,96000,2405.3,1.59
2023-04,Central,Economy Pack,REP005,53,1645.39,87205.83,15000,4903.42,9.21
2024-08,North,Trial Pack,REP007,61,736.01,44896.91,46400,191.55,14.48
2023-04,Central,Trial Pack,REP013,94,912.67,85791.31,39200,5439.18,1.96
2024-09,North,Trial Pack,REP009,6,894.55,5367.29,48000,99.87,9.25
2023-03,East,Economy Pack,REP009,14,1474.29,20640.08,88500,8.21,10.17
2023-06,North,Standard Pack,REP001,66,2852.5,188264.84,78000,7312.14,5.03
2024-05,North,Premium Pack,REP009,16,4594.38,73510.1,315000,397.27,0.49
2023-04,Central,Premium Pack,REP002,76,4308.73,327463.16,80000,1387.73,12.83
2023-09,West,Trial Pack,REP006,5,705.08,3525.41,8000,2.57,11.64
2023-03,North,Premium Pack,REP007,25,5052.61,126315.27,210000,6020.77,4.72
2024-02,West,Bulk Pack,REP012,85,7786.5,661852.68,488000,23640.21,1.03
2023-10,South,Standard Pack,REP017,76,3062.84,232776.06,105000,1446.42,13.95
2024-08,East,Premium Pack,REP007,28,5176.9,144953.25,300000,2504.62,10.93
2024-08,West,Bulk Pack,REP004,68,8633.63,587086.86,528000,15921.0,5.7
2024-05,East,Standard Pack,REP010,71,3433.69,243791.96,72000,9577.47,8.99
2024-07,West,Trial Pack,REP016,34,762.68,25931.14,42400,568.39,7.58
2023-09,West,Trial Pack,REP008,26,843.12,21921.17,24800,1503.27,5.63
2024-04,Central,Economy Pack,REP010,9,1683.14,15148.25,51000,1170.77,13.28
2024-10,West,Economy Pack,REP018,57,1297.08,73933.35,91500,760.55,1.37
2023-01,East,Bulk Pack,REP001,67,7781.15,521337.27,384000,8342.07,14.6
2024-12,Central,Economy Pack,REP001,37,1664.12,61572.49,63000,768.02,11.85
2023-09,West,Premium Pack,REP018,15,5532.39,82985.83,315000,3631.87,14.33
2024-08,South,Economy Pack,REP006,36,1630.6,58701.5,25500,3678.37,6.48
2024-08,West,Bulk Pack,REP009,76,7993.71,607522.32,576000,40868.71,0.75
2023-03,Central,Bulk Pack,REP017,52,8988.21,467386.94,568000,32321.23,10.4
2024-09,South,Standard Pack,REP015,10,3046.34,30463.41,195000,501.13,11.34
2023-04,West,Premium Pack,REP019,47,4429.93,208206.91,250000,13782.98,5.4
2024-03,North,Trial Pack,REP014,38,809.17,30748.39,35200,1568.48,4.56
2024-06,West,Bulk Pack,REP019,46,7321.42,336785.22,384000,26383.44,9.82
2024-03,West,Bulk Pack,REP012,86,7228.53,621653.31,416000,42429.17,10.73
2024-06,Central,Trial Pack,REP013,9,716.11,6444.97,58400,350.11,12.48
2023-05,West,Premium Pack,REP011,28,5728.96,160410.82,150000,11376.73,8.43
2024-03,West,Bulk Pack,REP008,66,7386.69,487521.23,600000,5046.08,7.67
2024-01,North,Premium Pack,REP001,16,4313.79,69020.59,325000,1702.85,13.15
2024-03,West,Trial Pack,REP018,63,715.92,45103.06,19200,2633.71,13.07
2024-03,East,Trial Pack,REP003,75,738.75,55406.56,8000,605.9,8.27
2024-08,North,Economy Pack,REP018,45,1581.68,71175.67,19500,2282.97,6.46
2024-10,South,Standard Pack,REP016,6,2608.29,15649.77,75000,31.72,8.56
2023-02,East,Standard Pack,REP005,6,3273.96,19643.74,213000,527.89,2.01
2024-11,West,Standard Pack,REP020,29,3037.89,88098.72,207000,3607.16,10.77
2023-07,West,Trial Pack,REP002,58,904.88,52483.18,41600,4016.22,3.02
2024-07,South,Economy Pack,REP005,57,1437.19,81919.56,30000,2835.35,7.02
2024-06,Central,Bulk Pack,REP001,58,7620.1,441965.99,112000,9637.44,13.73
2023-12,Central,Premium Pack,REP004,73,5229.91,381783.24,195000,4564.05,8.7
2024-09,Central,Bulk Pack,REP020,49,6988.84,342453.2,112000,16896.31,9.39
2023-06,South,Trial Pack,REP013,97,753.53,73092.55,17600,3759.48,12.92
2023-08,West,Premium Pack,REP019,65,5737.57,372942.14,175000,15842.68,10.24
2023-09,Central,Economy Pack,REP019,38,1447.13,54990.78,93000,2959.44,11.76
2024-02,West,Standard Pack,REP005,19,2667.78,50687.77,69000,3922.5,12.17
2023-08,East,Trial Pack,REP009,79,688.38,54381.82,28800,2487.84,1.44
2024-07,Central,Premium Pack,REP020,58,4574.74,265334.68,390000,4426.37,11.48
2024-12,Central,Economy Pack,REP008,55,1562.41,85932.8,108000,2926.95,1.13
2023-07,West,Premium Pack,REP019,7,4956.14,34692.98,65000,2277.73,6.77
2024-05,North,Premium Pack,REP020,18,5416.0,97488.0,180000,2105.78,0.52
2023-08,North,Bulk Pack,REP010,33,8052.86,265744.25,592000,2878.09,2.34
2023-09,West,Bulk Pack,REP009,24,8535.13,204843.1,360000,5076.38,3.6
2023-09,North,Trial Pack,REP009,41,857.17,35143.81,17600,782.95,1.43
2023-05,South,Premium Pack,REP007,25,5369.63,134240.72,255000,10492.67,4.09
2024-02,North,Trial Pack,REP018,86,738.73,63530.65,58400,4660.84,5.92
2024-11,Central,Premium Pack,REP020,99,5524.81,546955.91,105000,32204.09,0.12
2023-10,West,Standard Pack,REP019,71,3092.96,219600.33,51000,7643.69,8.03
2024-10,West,Trial Pack,REP011,53,718.23,38066.39,32000,218.68,1.41
2023-06,North,Trial Pack,REP004,6,860.77,5164.61,63200,62.25,13.25
2024-09,South,Trial Pack,REP003,52,785.69,40855.68,19200,687.75,7.82
2023-04,East,Economy Pack,REP014,19,1467.24,27877.59,27000,1610.56,9.23
